event_id,timestamp,control_id,parameter,baseline_value,current_value,changed_by,change_source,approval_status,environment,maintenance_window,severity,is_risky,predicted_risky
drift-evt-75d7,2026-04-16T00:01:00Z,CLO-005,mfa_enforced,True,True,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-4e72,2026-04-21T04:11:00Z,CLO-005,mfa_enforced,True,True,ci_cd_pipeline,automation,approved,production,False,INFO,False,False
drift-evt-13e9,2026-05-05T10:24:00Z,CLO-014,agent_status,running,restarting,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-c817,2026-05-02T17:26:00Z,IDE-064,agent_status,running,running,autoscaler_bot,automation,approved,development,False,INFO,False,False
drift-evt-ed99,2026-04-29T07:13:00Z,NET-035,mfa_enforced,True,expired_state,autoscaler_bot,manual,expired,staging,False,HIGH,True,False
drift-evt-fc28,2026-04-23T01:12:00Z,NET-021,logging_enabled,True,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-430d,2026-04-16T11:23:00Z,CLO-002,encryption_strength,AES-256,modified_config_param,admin_001,manual,pending,production,False,MEDIUM,True,False
drift-evt-c2f5,2026-05-03T20:11:00Z,NET-025,mfa_enforced,True,expired_state,autoscaler_bot,manual,expired,staging,False,HIGH,True,False
drift-evt-6a46,2026-04-26T10:55:00Z,IDE-055,mfa_enforced,True,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-bfca,2026-04-12T08:12:00Z,NET-024,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-0f4c,2026-04-08T07:28:00Z,NET-034,agent_status,running,running,admin_002,automation,approved,staging,False,INFO,False,False
drift-evt-95bb,2026-04-20T03:38:00Z,END-043,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-e8e6,2026-04-18T18:07:00Z,CLO-008,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-008c,2026-04-15T06:28:00Z,IDE-052,encryption_strength,AES-256,False,admin_001,manual,pending,staging,False,CRITICAL,True,False
drift-evt-c232,2026-04-21T10:16:00Z,END-048,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-855a,2026-04-14T01:54:00Z,IDE-062,encryption_strength,AES-256,AES-256,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-4e2c,2026-05-02T23:55:00Z,IDE-061,logging_enabled,True,True,autoscaler_bot,ci_cd,approved,production,True,LOW,False,False
drift-evt-5406,2026-05-02T00:55:00Z,END-047,encryption_strength,AES-256,AES-128,ci_cd_pipeline,manual,pending,staging,False,HIGH,True,False
drift-evt-fbd8,2026-04-13T02:34:00Z,CLO-008,inbound_rules,RESTRICTED,RESTRICTED,autoscaler_bot,automation,approved,production,False,INFO,False,False
drift-evt-8211,2026-04-14T19:41:00Z,NET-022,encryption_strength,AES-256,AES-128,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-7dd4,2026-04-28T02:37:00Z,CLO-015,mfa_enforced,True,expired_state,autoscaler_bot,manual,expired,production,False,HIGH,True,False
drift-evt-6d9a,2026-04-30T05:56:00Z,CLO-012,encryption_strength,AES-256,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-313a,2026-04-28T15:17:00Z,CLO-017,encryption_strength,AES-256,expired_state,admin_002,manual,expired,development,False,MEDIUM,True,False
drift-evt-3019,2026-04-10T15:04:00Z,IDE-060,mfa_enforced,True,False,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-f65c,2026-04-26T00:29:00Z,NET-033,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,ci_cd_pipeline,manual,pending,staging,False,MEDIUM,True,False
drift-evt-19d1,2026-05-04T07:41:00Z,CLO-010,mfa_enforced,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-f681,2026-04-10T21:39:00Z,CLO-008,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-be60,2026-04-16T04:36:00Z,CLO-018,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-0c9d,2026-04-25T04:20:00Z,END-049,agent_status,running,restarting,ci_cd_pipeline,ci_cd,approved,production,False,LOW,False,False
drift-evt-6bec,2026-05-02T10:50:00Z,IDE-051,logging_enabled,True,True,autoscaler_bot,ci_cd,approved,development,True,LOW,False,False
drift-evt-a978,2026-04-21T13:54:00Z,IDE-060,mfa_enforced,True,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-0c11,2026-04-18T10:52:00Z,NET-032,encryption_strength,AES-256,AES-128,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-e398,2026-04-20T13:05:00Z,NET-025,mfa_enforced,True,True,ci_cd_pipeline,ci_cd,approved,staging,False,LOW,False,False
drift-evt-0c89,2026-04-08T17:06:00Z,NET-031,logging_enabled,True,weakened_state,autoscaler_bot,manual,pending,development,False,HIGH,True,False
drift-evt-5849,2026-05-05T00:45:00Z,CLO-005,mfa_enforced,True,True,admin_002,ci_cd,approved,production,True,LOW,False,False
drift-evt-7589,2026-04-26T07:23:00Z,IDE-057,encryption_strength,AES-256,modified_config_param,autoscaler_bot,manual,pending,staging,False,MEDIUM,True,False
drift-evt-e311,2026-04-10T13:40:00Z,CLO-018,inbound_rules,RESTRICTED,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-1874,2026-05-04T05:16:00Z,END-041,logging_enabled,True,True,admin_001,ci_cd,approved,staging,False,LOW,False,False
drift-evt-67f6,2026-05-01T17:21:00Z,NET-029,agent_status,running,running,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-906f,2026-04-10T18:35:00Z,NET-023,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,scheduled_task,approved,development,True,LOW,False,False
drift-evt-dfde,2026-04-25T08:20:00Z,END-041,logging_enabled,True,True,admin_002,automation,approved,staging,False,INFO,False,False
drift-evt-ef15,2026-04-21T15:34:00Z,END-049,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-8ccb,2026-04-21T16:30:00Z,CLO-019,agent_status,running,expired_state,admin_002,manual,expired,development,False,HIGH,True,False
drift-evt-5385,2026-05-03T14:17:00Z,IDE-053,inbound_rules,RESTRICTED,RESTRICTED,admin_002,automation,approved,development,False,INFO,False,False
drift-evt-47cc,2026-04-14T02:28:00Z,END-050,mfa_enforced,True,weakened_state,autoscaler_bot,manual,pending,production,False,HIGH,True,False
drift-evt-f5bc,2026-04-23T00:45:00Z,CLO-011,logging_enabled,True,True,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-1e07,2026-04-16T16:04:00Z,CLO-007,encryption_strength,AES-256,AES-128,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-e8c5,2026-05-05T12:48:00Z,CLO-006,logging_enabled,True,True,ci_cd_pipeline,ci_cd,approved,production,True,LOW,False,False
drift-evt-8190,2026-04-23T03:42:00Z,END-039,agent_status,running,stopped,ci_cd_pipeline,manual,pending,development,False,CRITICAL,True,False
drift-evt-d603,2026-04-16T15:34:00Z,CLO-016,logging_enabled,True,True,admin_002,ci_cd,approved,production,True,LOW,False,False
drift-evt-12c2,2026-04-18T21:25:00Z,END-042,encryption_strength,AES-256,AES-256,admin_001,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-1289,2026-04-24T08:25:00Z,END-040,mfa_enforced,True,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-ea87,2026-04-30T15:10:00Z,IDE-060,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-0588,2026-04-24T20:55:00Z,END-041,logging_enabled,True,True,admin_002,automation,approved,staging,False,INFO,False,False
drift-evt-7c8e,2026-04-18T01:42:00Z,CLO-019,agent_status,running,restarting,ci_cd_pipeline,scheduled_task,approved,development,False,LOW,False,False
drift-evt-93a5,2026-04-16T22:18:00Z,END-043,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-0338,2026-04-23T08:43:00Z,NET-033,inbound_rules,RESTRICTED,False,admin_002,manual,pending,staging,False,CRITICAL,True,False
drift-evt-f339,2026-04-30T07:52:00Z,IDE-059,agent_status,running,running,autoscaler_bot,automation,approved,staging,False,INFO,False,False
drift-evt-1e3c,2026-04-24T00:41:00Z,NET-022,encryption_strength,AES-256,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-118c,2026-04-30T05:23:00Z,NET-024,agent_status,running,modified_config_param,ci_cd_pipeline,manual,pending,staging,False,MEDIUM,True,False
drift-evt-ed7a,2026-04-11T09:12:00Z,CLO-007,encryption_strength,AES-256,AES-128,ci_cd_pipeline,manual,pending,production,False,HIGH,True,False
drift-evt-f283,2026-04-18T12:48:00Z,CLO-009,agent_status,running,restarting,autoscaler_bot,ci_cd,approved,development,True,LOW,False,False
drift-evt-4127,2026-04-24T23:39:00Z,CLO-008,inbound_rules,RESTRICTED,False,admin_002,manual,pending,production,False,CRITICAL,True,False
drift-evt-cb52,2026-04-08T17:11:00Z,CLO-001,logging_enabled,True,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-5390,2026-05-02T02:16:00Z,END-036,logging_enabled,True,True,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-7894,2026-04-16T03:49:00Z,CLO-014,agent_status,running,expired_state,ci_cd_pipeline,manual,expired,production,False,HIGH,True,False
drift-evt-2602,2026-04-18T23:13:00Z,NET-025,mfa_enforced,True,weakened_state,admin_001,manual,pending,staging,False,HIGH,True,False
drift-evt-5d28,2026-04-20T04:00:00Z,IDE-051,logging_enabled,True,expired_state,ci_cd_pipeline,manual,expired,development,False,HIGH,True,False
drift-evt-ab6a,2026-04-26T11:30:00Z,IDE-059,agent_status,running,restarting,autoscaler_bot,ci_cd,approved,staging,False,LOW,False,False
drift-evt-cd78,2026-04-11T16:04:00Z,CLO-005,mfa_enforced,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-1ef0,2026-04-25T03:59:00Z,IDE-061,logging_enabled,True,True,ci_cd_pipeline,ci_cd,approved,production,True,LOW,False,False
drift-evt-99ba,2026-04-27T17:57:00Z,END-043,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,ci_cd_pipeline,ci_cd,approved,production,True,LOW,False,False
drift-evt-7475,2026-05-03T19:05:00Z,IDE-061,logging_enabled,True,True,admin_001,ci_cd,approved,production,True,LOW,False,False
drift-evt-617b,2026-04-20T18:15:00Z,CLO-005,mfa_enforced,True,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-6a33,2026-04-22T07:31:00Z,CLO-003,inbound_rules,RESTRICTED,RESTRICTED,autoscaler_bot,automation,approved,staging,False,INFO,False,False
drift-evt-1f74,2026-04-26T03:03:00Z,CLO-010,mfa_enforced,True,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-adab,2026-04-18T22:40:00Z,END-050,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-3b20,2026-04-11T13:40:00Z,IDE-065,mfa_enforced,True,expired_state,admin_001,manual,expired,development,False,HIGH,True,False
drift-evt-1363,2026-04-27T21:26:00Z,NET-030,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-9b84,2026-04-22T20:30:00Z,CLO-004,agent_status,running,running,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-6c74,2026-04-28T12:08:00Z,IDE-063,inbound_rules,RESTRICTED,expired_state,autoscaler_bot,manual,expired,production,False,MEDIUM,True,False
drift-evt-d61c,2026-04-25T02:04:00Z,IDE-056,logging_enabled,True,True,autoscaler_bot,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-3504,2026-04-21T10:38:00Z,NET-032,encryption_strength,AES-256,expired_state,ci_cd_pipeline,manual,expired,production,False,MEDIUM,True,False
drift-evt-1aba,2026-04-15T00:28:00Z,END-049,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-547b,2026-04-12T03:58:00Z,CLO-001,logging_enabled,True,True,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-f4be,2026-04-12T15:40:00Z,CLO-017,encryption_strength,AES-256,expired_state,ci_cd_pipeline,manual,expired,development,False,MEDIUM,True,False
drift-evt-13ed,2026-04-28T10:16:00Z,IDE-053,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,ci_cd_pipeline,ci_cd,approved,development,True,LOW,False,False
drift-evt-9772,2026-04-12T05:40:00Z,END-042,encryption_strength,AES-256,AES-256,admin_002,ci_cd,approved,staging,False,LOW,False,False
drift-evt-4ace,2026-04-11T20:31:00Z,NET-032,encryption_strength,AES-256,AES-256,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-e204,2026-04-21T16:55:00Z,NET-035,mfa_enforced,True,True,admin_002,ci_cd,approved,staging,True,LOW,False,False
drift-evt-5af8,2026-04-20T13:26:00Z,IDE-054,agent_status,running,restarting,admin_001,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-8959,2026-04-19T05:21:00Z,IDE-064,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,development,True,LOW,False,False
drift-evt-1678,2026-04-08T07:24:00Z,IDE-051,logging_enabled,True,True,admin_001,scheduled_task,approved,development,False,LOW,False,False
drift-evt-9c33,2026-04-27T14:21:00Z,CLO-018,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-797a,2026-04-16T02:02:00Z,IDE-051,logging_enabled,True,False,admin_001,manual,pending,development,False,CRITICAL,True,False
drift-evt-6dd8,2026-04-30T08:19:00Z,NET-032,encryption_strength,AES-256,AES-256,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-34b9,2026-04-25T21:12:00Z,END-047,encryption_strength,AES-256,expired_state,ci_cd_pipeline,manual,expired,staging,False,MEDIUM,True,False
drift-evt-9bd6,2026-04-17T02:15:00Z,NET-024,agent_status,running,running,ci_cd_pipeline,automation,approved,staging,False,INFO,False,False
drift-evt-d48b,2026-04-29T00:13:00Z,NET-027,encryption_strength,AES-256,AES-256,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-2b5a,2026-04-11T03:33:00Z,IDE-053,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,development,False,MEDIUM,True,False
drift-evt-faff,2026-04-21T18:47:00Z,NET-031,logging_enabled,True,True,admin_001,ci_cd,approved,development,False,LOW,False,False
drift-evt-b67f,2026-04-11T08:48:00Z,IDE-058,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,production,False,MEDIUM,True,False
drift-evt-6362,2026-05-02T07:41:00Z,IDE-065,mfa_enforced,True,weakened_state,admin_002,manual,pending,development,False,HIGH,True,False
drift-evt-49b5,2026-04-24T08:43:00Z,CLO-011,logging_enabled,True,weakened_state,ci_cd_pipeline,manual,pending,production,False,HIGH,True,False
drift-evt-8eff,2026-04-24T03:46:00Z,NET-022,encryption_strength,AES-256,expired_state,ci_cd_pipeline,manual,expired,production,False,MEDIUM,True,False
drift-evt-355c,2026-04-26T04:30:00Z,END-043,inbound_rules,RESTRICTED,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-d9eb,2026-04-12T11:43:00Z,NET-034,agent_status,running,restarting,autoscaler_bot,ci_cd,approved,staging,False,LOW,False,False
drift-evt-fc0d,2026-04-29T01:48:00Z,IDE-065,mfa_enforced,True,True,autoscaler_bot,scheduled_task,approved,development,True,LOW,False,False
drift-evt-05e1,2026-04-21T10:42:00Z,IDE-054,agent_status,running,stopped,ci_cd_pipeline,manual,pending,staging,False,CRITICAL,True,False
drift-evt-32e7,2026-04-14T10:45:00Z,END-045,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-7731,2026-05-01T17:12:00Z,IDE-062,encryption_strength,AES-256,expired_state,admin_001,manual,expired,production,False,MEDIUM,True,False
drift-evt-efe4,2026-04-27T22:36:00Z,IDE-058,inbound_rules,RESTRICTED,False,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-1551,2026-04-10T00:49:00Z,CLO-015,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-66bb,2026-04-15T11:32:00Z,NET-032,encryption_strength,AES-256,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-fe03,2026-04-23T01:32:00Z,IDE-055,mfa_enforced,True,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-aade,2026-04-26T10:26:00Z,NET-024,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-8d07,2026-04-16T23:32:00Z,IDE-058,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-5d0a,2026-04-17T08:47:00Z,END-036,logging_enabled,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-284e,2026-05-02T10:26:00Z,NET-024,agent_status,running,weakened_state,admin_001,manual,pending,staging,False,HIGH,True,False
drift-evt-ad82,2026-04-28T19:47:00Z,CLO-015,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-577a,2026-04-25T20:46:00Z,CLO-015,mfa_enforced,True,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-ab5c,2026-04-28T20:07:00Z,NET-023,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,ci_cd,approved,development,True,LOW,False,False
drift-evt-be6d,2026-04-18T20:36:00Z,END-040,mfa_enforced,True,True,ci_cd_pipeline,ci_cd,approved,production,False,LOW,False,False
drift-evt-a385,2026-05-01T05:58:00Z,END-050,mfa_enforced,True,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-6a97,2026-05-04T03:51:00Z,END-050,mfa_enforced,True,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-c46c,2026-05-02T10:58:00Z,NET-023,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,scheduled_task,approved,development,False,LOW,False,False
drift-evt-51eb,2026-04-22T07:37:00Z,IDE-058,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-d335,2026-04-16T21:08:00Z,END-050,mfa_enforced,True,False,admin_002,manual,pending,production,False,CRITICAL,True,False
drift-evt-36b6,2026-04-30T09:06:00Z,IDE-054,agent_status,running,restarting,admin_002,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-cb0f,2026-04-09T09:43:00Z,NET-029,agent_status,running,restarting,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-d510,2026-04-21T03:19:00Z,NET-022,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-58f7,2026-04-20T04:37:00Z,END-047,encryption_strength,AES-256,AES-128,ci_cd_pipeline,manual,pending,staging,False,HIGH,True,False
drift-evt-d452,2026-04-28T02:06:00Z,NET-028,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,staging,False,MEDIUM,True,False
drift-evt-e1eb,2026-04-19T06:23:00Z,END-039,agent_status,running,restarting,ci_cd_pipeline,scheduled_task,approved,development,False,LOW,False,False
drift-evt-0417,2026-04-11T23:01:00Z,IDE-057,encryption_strength,AES-256,AES-256,ci_cd_pipeline,ci_cd,approved,staging,True,LOW,False,False
drift-evt-5b06,2026-05-04T18:11:00Z,END-045,mfa_enforced,True,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-317f,2026-04-14T08:05:00Z,NET-027,encryption_strength,AES-256,AES-256,autoscaler_bot,ci_cd,approved,production,False,LOW,False,False
drift-evt-ecb1,2026-05-05T03:56:00Z,NET-022,encryption_strength,AES-256,AES-128,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-0081,2026-04-21T07:39:00Z,END-038,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-1219,2026-05-01T09:53:00Z,CLO-013,inbound_rules,RESTRICTED,RESTRICTED,autoscaler_bot,automation,approved,production,False,INFO,False,False
drift-evt-72c8,2026-04-26T17:35:00Z,CLO-008,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-0919,2026-04-13T18:36:00Z,CLO-017,encryption_strength,AES-256,expired_state,autoscaler_bot,manual,expired,development,False,MEDIUM,True,False
drift-evt-1dd6,2026-04-22T15:49:00Z,NET-032,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-7a51,2026-04-20T05:31:00Z,IDE-054,agent_status,running,weakened_state,admin_002,manual,pending,staging,False,HIGH,True,False
drift-evt-1f19,2026-04-12T05:42:00Z,IDE-052,encryption_strength,AES-256,False,admin_001,manual,pending,staging,False,CRITICAL,True,False
drift-evt-5ae6,2026-04-24T19:08:00Z,IDE-059,agent_status,running,modified_config_param,admin_002,manual,pending,staging,False,MEDIUM,True,False
drift-evt-ed7f,2026-04-08T02:43:00Z,CLO-012,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-c947,2026-04-26T02:25:00Z,NET-028,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,staging,False,MEDIUM,True,False
drift-evt-8f3b,2026-04-30T12:22:00Z,NET-035,mfa_enforced,True,expired_state,admin_001,manual,expired,staging,False,HIGH,True,False
drift-evt-3be3,2026-04-23T08:56:00Z,CLO-017,encryption_strength,AES-256,expired_state,admin_002,manual,expired,development,False,MEDIUM,True,False
drift-evt-e25d,2026-04-10T04:53:00Z,CLO-006,logging_enabled,True,expired_state,ci_cd_pipeline,manual,expired,production,False,HIGH,True,False
drift-evt-fd3e,2026-04-28T22:00:00Z,CLO-003,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,ci_cd_pipeline,manual,pending,staging,False,MEDIUM,True,False
drift-evt-94c8,2026-04-15T04:34:00Z,IDE-057,encryption_strength,AES-256,AES-256,admin_002,automation,approved,staging,False,INFO,False,False
drift-evt-3c85,2026-04-27T11:17:00Z,NET-026,logging_enabled,True,True,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-d00d,2026-04-20T11:19:00Z,CLO-012,encryption_strength,AES-256,AES-256,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-0a4a,2026-04-24T22:10:00Z,NET-022,encryption_strength,AES-256,AES-256,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-18e1,2026-04-18T15:45:00Z,IDE-055,mfa_enforced,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-b3a2,2026-04-08T01:12:00Z,NET-028,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,admin_002,manual,pending,staging,False,MEDIUM,True,False
drift-evt-7c2b,2026-05-05T00:28:00Z,NET-029,agent_status,running,restarting,admin_002,ci_cd,approved,production,True,LOW,False,False
drift-evt-468c,2026-04-13T11:44:00Z,IDE-055,mfa_enforced,True,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-6cd9,2026-04-18T10:05:00Z,END-050,mfa_enforced,True,False,ci_cd_pipeline,manual,pending,production,False,CRITICAL,True,False
drift-evt-a878,2026-04-12T15:53:00Z,CLO-014,agent_status,running,modified_config_param,admin_001,manual,pending,production,False,MEDIUM,True,False
drift-evt-cb5b,2026-04-21T14:52:00Z,CLO-018,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,ci_cd,approved,production,True,LOW,False,False
drift-evt-7d15,2026-05-03T15:16:00Z,CLO-002,encryption_strength,AES-256,AES-256,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-c2cf,2026-04-14T21:21:00Z,IDE-053,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,admin_002,manual,pending,development,False,MEDIUM,True,False
drift-evt-6173,2026-04-11T22:42:00Z,CLO-013,inbound_rules,RESTRICTED,expired_state,autoscaler_bot,manual,expired,production,False,MEDIUM,True,False
drift-evt-92f4,2026-05-04T19:59:00Z,END-050,mfa_enforced,True,expired_state,admin_001,manual,expired,production,False,HIGH,True,False
drift-evt-4529,2026-04-22T07:32:00Z,CLO-018,inbound_rules,RESTRICTED,RESTRICTED,autoscaler_bot,automation,approved,production,False,INFO,False,False
drift-evt-fbc7,2026-04-11T20:02:00Z,NET-032,encryption_strength,AES-256,AES-256,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-e723,2026-05-05T14:56:00Z,NET-025,mfa_enforced,True,True,admin_002,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-50ba,2026-04-18T21:26:00Z,IDE-064,agent_status,running,expired_state,admin_002,manual,expired,development,False,HIGH,True,False
drift-evt-de84,2026-04-30T17:41:00Z,CLO-010,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-ecfd,2026-05-03T20:50:00Z,IDE-054,agent_status,running,restarting,admin_001,ci_cd,approved,staging,False,LOW,False,False
drift-evt-0b6d,2026-04-11T07:44:00Z,CLO-003,inbound_rules,RESTRICTED,RESTRICTED,ci_cd_pipeline,automation,approved,staging,False,INFO,False,False
drift-evt-4f5a,2026-04-17T19:39:00Z,CLO-006,logging_enabled,True,True,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-7d2f,2026-04-30T19:17:00Z,IDE-054,agent_status,running,modified_config_param,admin_002,manual,pending,staging,False,MEDIUM,True,False
drift-evt-af2d,2026-04-11T18:02:00Z,CLO-020,mfa_enforced,True,modified_config_param,admin_001,manual,pending,staging,False,MEDIUM,True,False
drift-evt-4b62,2026-04-11T14:19:00Z,NET-027,encryption_strength,AES-256,AES-256,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-a1d8,2026-04-11T00:13:00Z,END-040,mfa_enforced,True,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-72ca,2026-04-18T20:40:00Z,CLO-008,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-fb5d,2026-04-27T18:35:00Z,CLO-015,mfa_enforced,True,True,admin_002,ci_cd,approved,production,False,LOW,False,False
drift-evt-963e,2026-04-15T23:52:00Z,CLO-016,logging_enabled,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-e037,2026-04-08T12:24:00Z,NET-021,logging_enabled,True,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-6147,2026-05-01T19:16:00Z,NET-034,agent_status,running,running,autoscaler_bot,automation,approved,staging,False,INFO,False,False
